event_id,timestamp,src_ip,dst_ip,src_port,dst_port,service,tier,vantage,source_dataset,campaign_id,kill_chain_stage,attack_type,is_campaign_link,scenario,phase,event_count,predicted_attack_type,predicted_kill_chain_stage,dqn_predicted_cluster,baseline_predicted_cluster
LLS_DDOS_1.0_dmz_p3_61,2000-03-07 10:34:36,202.77.162.213,172.16.112.10,691.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_62,2000-03-07 10:34:36,202.77.162.213,172.16.112.10,692.0,60518.0,60518/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_63,2000-03-07 10:34:38,202.77.162.213,172.16.112.10,692.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_64,2000-03-07 10:34:38,202.77.162.213,172.16.112.10,693.0,60523.0,60523/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_65,2000-03-07 10:34:40,202.77.162.213,172.16.112.10,1532.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_66,2000-03-07 10:34:44,202.77.162.213,172.16.112.10,693.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_67,2000-03-07 10:34:44,202.77.162.213,172.16.112.10,694.0,60541.0,60541/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_68,2000-03-07 10:34:46,202.77.162.213,172.16.112.10,694.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_69,2000-03-07 10:34:46,202.77.162.213,172.16.112.10,695.0,60548.0,60548/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_70,2000-03-07 10:34:48,202.77.162.213,172.16.112.10,1533.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_dmz_p3_71,2000-03-07 10:34:48,202.77.162.213,172.16.112.50,695.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_72,2000-03-07 10:34:48,202.77.162.213,172.16.112.50,696.0,60568.0,60568/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_73,2000-03-07 10:34:51,202.77.162.213,172.16.112.50,696.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_74,2000-03-07 10:34:51,202.77.162.213,172.16.112.50,697.0,60577.0,60577/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_75,2000-03-07 10:34:53,202.77.162.213,172.16.112.50,1534.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_76,2000-03-07 10:34:57,202.77.162.213,172.16.112.50,697.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_77,2000-03-07 10:34:57,202.77.162.213,172.16.112.50,698.0,60604.0,60604/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_78,2000-03-07 10:34:59,202.77.162.213,172.16.112.50,698.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_79,2000-03-07 10:34:59,202.77.162.213,172.16.112.50,699.0,60618.0,60618/u,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p3_80,2000-03-07 10:35:01,202.77.162.213,172.16.112.50,1535.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_dmz_p4_1,2000-03-07 10:50:01,202.77.162.213,172.16.115.20,1536.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,0
LLS_DDOS_1.0_dmz_p4_2,2000-03-07 10:50:02,172.16.115.20,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_3,2000-03-07 10:50:02,172.16.115.20,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_4,2000-03-07 10:50:03,172.16.115.20,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_5,2000-03-07 10:50:04,172.16.115.20,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_6,2000-03-07 10:50:05,202.77.162.213,172.16.115.20,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_7,2000-03-07 10:50:07,172.16.115.20,202.77.162.213,1023.0,1022.0,1022,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,5,0
LLS_DDOS_1.0_dmz_p4_8,2000-03-07 10:50:21,202.77.162.213,172.16.112.10,1537.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,1
LLS_DDOS_1.0_dmz_p4_9,2000-03-07 10:50:21,202.77.162.213,172.16.115.20,1021.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_10,2000-03-07 10:50:21,172.16.115.20,202.77.162.213,1022.0,1020.0,1020,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_dmz_p4_11,2000-03-07 10:50:21,172.16.112.10,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_12,2000-03-07 10:50:21,172.16.112.10,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_13,2000-03-07 10:50:37,202.77.162.213,172.16.112.50,1565.0,23.0,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,0
LLS_DDOS_1.0_dmz_p4_14,2000-03-07 10:50:37,202.77.162.213,172.16.112.10,1019.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_15,2000-03-07 10:50:37,172.16.112.10,202.77.162.213,1023.0,1018.0,1018,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,0,0
LLS_DDOS_1.0_dmz_p4_16,2000-03-07 10:50:38,172.16.112.50,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_17,2000-03-07 10:50:38,172.16.112.50,202.77.162.213,1023.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_18,2000-03-07 10:50:53,202.77.162.213,172.16.112.50,1017.0,514.0,shell,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_dmz_p4_19,2000-03-07 10:50:53,172.16.112.50,202.77.162.213,1023.0,1016.0,1016,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,6,0
LLS_DDOS_1.0_dmz_p5_agg_0,2000-03-07 11:26:15,202.77.162.213,MULTI(n=1),,,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,2,2
LLS_DDOS_1.0_dmz_p5_agg_1,2000-03-07 11:27:04,172.16.115.20,MULTI(n=1),,,1020,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,3,2
LLS_DDOS_1.0_dmz_p5_agg_2,2000-03-07 11:27:51,131.84.1.31,MULTI(n=5281),,,187,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,5457,ddos,action,0,3
LLS_DDOS_1.0_dmz_p5_agg_3,2000-03-07 11:27:52,131.84.1.31,MULTI(n=6268),,,login,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6513,ddos,action,5,3
LLS_DDOS_1.0_dmz_p5_agg_4,2000-03-07 11:27:53,131.84.1.31,MULTI(n=6219),,,1015,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6401,ddos,action,7,3
LLS_DDOS_1.0_dmz_p5_agg_5,2000-03-07 11:27:54,131.84.1.31,MULTI(n=6222),,,1001,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6416,ddos,action,9,3
LLS_DDOS_1.0_dmz_p5_agg_6,2000-03-07 11:27:55,131.84.1.31,MULTI(n=6081),,,125,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6282,ddos,action,11,3
LLS_DDOS_1.0_dmz_p5_agg_7,2000-03-07 11:27:56,131.84.1.31,MULTI(n=2773),,,305,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,2838,ddos,action,12,3
LLS_DDOS_1.0_dmz_p5_agg_8,2000-03-07 11:34:21,202.77.162.213,MULTI(n=1),,,telnet,network,dmz,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,3,2
LLS_DDOS_1.0_inside_p1_1,2000-03-07 09:51:36,202.77.162.213,172.16.115.5,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_2,2000-03-07 09:51:36,172.16.112.194,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_3,2000-03-07 09:51:36,202.77.162.213,172.16.115.20,,,eco/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_4,2000-03-07 09:51:36,172.16.115.20,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_5,2000-03-07 09:51:38,202.77.162.213,172.16.115.87,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_6,2000-03-07 09:51:38,172.16.115.87,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_7,2000-03-07 09:51:41,202.77.162.213,172.16.115.234,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_8,2000-03-07 09:51:50,202.77.162.213,172.16.113.50,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_9,2000-03-07 09:51:50,172.16.113.50,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_10,2000-03-07 09:51:51,202.77.162.213,172.16.113.84,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_11,2000-03-07 09:51:51,172.16.112.194,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_12,2000-03-07 09:51:51,202.77.162.213,172.16.113.105,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_13,2000-03-07 09:51:51,172.16.113.105,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_14,2000-03-07 09:51:52,202.77.162.213,172.16.113.148,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_15,2000-03-07 09:51:52,172.16.113.148,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_16,2000-03-07 09:51:53,202.77.162.213,172.16.113.168,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_17,2000-03-07 09:51:53,202.77.162.213,172.16.113.169,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_18,2000-03-07 09:51:54,202.77.162.213,172.16.113.204,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_19,2000-03-07 09:51:54,202.77.162.213,172.16.113.207,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_20,2000-03-07 09:51:55,202.77.162.213,172.16.112.10,,,eco/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_21,2000-03-07 09:51:55,172.16.112.10,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_22,2000-03-07 09:51:56,202.77.162.213,172.16.112.20,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_23,2000-03-07 09:51:56,202.77.162.213,172.16.112.50,,,eco/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_24,2000-03-07 09:51:56,172.16.112.50,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_25,2000-03-07 09:51:58,202.77.162.213,172.16.112.100,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_26,2000-03-07 09:51:58,172.16.112.100,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_27,2000-03-07 09:51:58,202.77.162.213,172.16.112.105,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_28,2000-03-07 09:51:58,172.16.112.105,202.77.162.213,,,ecr/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,1,0
LLS_DDOS_1.0_inside_p1_29,2000-03-07 09:51:59,202.77.162.213,172.16.112.149,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_30,2000-03-07 09:52:00,202.77.162.213,172.16.112.194,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p1_31,2000-03-07 09:52:00,202.77.162.213,172.16.112.207,,,eco/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,1,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_1,2000-03-07 10:08:07,202.77.162.213,172.16.115.20,54790.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_2,2000-03-07 10:08:07,202.77.162.213,172.16.115.20,54792.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_3,2000-03-07 10:08:07,202.77.162.213,172.16.115.87,54793.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,2,0
LLS_DDOS_1.0_inside_p2_4,2000-03-07 10:08:07,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_5,2000-03-07 10:08:37,172.16.115.87,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_6,2000-03-07 10:08:42,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_7,2000-03-07 10:08:57,172.16.115.87,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_8,2000-03-07 10:09:02,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_9,2000-03-07 10:12:09,202.77.162.213,172.16.113.50,55484.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,5,0
LLS_DDOS_1.0_inside_p2_10,2000-03-07 10:12:09,202.77.162.213,172.16.113.105,55485.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,5,0
LLS_DDOS_1.0_inside_p2_11,2000-03-07 10:12:09,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_12,2000-03-07 10:12:14,172.16.113.105,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_13,2000-03-07 10:12:19,172.16.117.132,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_14,2000-03-07 10:12:24,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_15,2000-03-07 10:13:09,202.77.162.213,172.16.113.148,55884.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,5,0
LLS_DDOS_1.0_inside_p2_16,2000-03-07 10:13:09,172.16.113.148,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_17,2000-03-07 10:13:14,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_18,2000-03-07 10:13:44,172.16.113.148,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_19,2000-03-07 10:13:49,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_20,2000-03-07 10:13:54,172.16.113.148,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_21,2000-03-07 10:13:59,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_22,2000-03-07 10:14:04,172.16.113.148,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_23,2000-03-07 10:15:10,202.77.162.213,172.16.112.10,56254.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,5,0
LLS_DDOS_1.0_inside_p2_24,2000-03-07 10:15:10,202.77.162.213,172.16.112.10,56256.0,32774.0,32774/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,5,0
LLS_DDOS_1.0_inside_p2_25,2000-03-07 10:15:10,202.77.162.213,172.16.112.50,56260.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_26,2000-03-07 10:15:10,202.77.162.213,172.16.112.50,56262.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,recon,recon,True,LLS_DDOS_1.0,2,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_27,2000-03-07 10:15:10,202.77.162.213,172.16.112.100,56263.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,2,0
LLS_DDOS_1.0_inside_p2_28,2000-03-07 10:15:10,172.16.112.100,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_29,2000-03-07 10:16:10,202.77.162.213,172.16.112.105,56413.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,0,0
LLS_DDOS_1.0_inside_p2_30,2000-03-07 10:16:10,172.16.112.105,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p2_31,2000-03-07 10:17:10,202.77.162.213,172.16.112.194,56577.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,0,0
